Timestamp,Input Command,Input Timestamp,Response Timestamp,True Action Sequence,Predicted Action Sequence,Execution Success
2025-03-14T16:37:28.220199,"在坐标 (1, 2, 0) 和秘书办公室之间来回移动两次",2025-03-14T16:37:28.219178,2025-03-14T16:37:32.522703,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': ""secretary's office""}, {'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': ""secretary's office""}]","Action 1: Go to coordinates x:1, y:2, z:0.
Action 2: Navigate to the secretary's office.
Action 3: Go to coordinates x:1, y:2, z:0.
Action 4: Navigate to the secretary's office.",Success
2025-03-14T16:48:00.149722,"Move back and forth between the coordinates (1, 2, 0) and the secretary's office twice",2025-03-14T16:48:00.148138,2025-03-14T16:48:02.756136,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': ""secretary's office""}, {'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': ""secretary's office""}]","Action 1: Go to coordinates x:1, y:2, z:0.
Action 2: Navigate to the secretary's office.
Action 3: Go to coordinates x:1, y:2, z:0.
Action 4: Navigate to the secretary's office.",Success
2025-03-14T16:59:44.799246,"Move back and forth between the coordinates (1, 2, 0) and the kitchen twice",2025-03-14T16:59:44.797942,2025-03-14T16:59:47.162890,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'kitchen'}, {'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'kitchen'}]","Action 1: Go to coordinates x:1, y:2, z:0.  
Action 2: Navigate to the kitchen.  
Action 3: Go to coordinates x:1, y:2, z:0.  
Action 4: Navigate to the kitchen.",Success
2025-03-14T17:21:05.860786,"Move back and forth between the coordinates (1, 2, 0) and the passageway twice",2025-03-14T17:21:05.859713,2025-03-14T17:21:08.013369,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}, {'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}]","Action 1: Go to coordinates x:1, y:2, z:0.
Action 2: Navigate to the corridor.
Action 3: Go to coordinates x:1, y:2, z:0.
Action 4: Navigate to the corridor.",Success
2025-03-14T17:23:04.437553,"Faites deux allers-retours entre les coordonnées (1, 2, 0) et le passage.",2025-03-14T17:23:04.435932,2025-03-14T17:23:10.159789,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}, {'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}, {'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}]","Action 1: Go to coordinates x:1, y:2, z:0.  
Action 2: Navigate to the corridor.  
Action 3: Go to coordinates x:1, y:2, z:0.  
Action 4: Navigate to the corridor.  
Action 5: Go to coordinates x:1, y:2, z:0.  
Action 6: Navigate to the corridor.",Success
2025-03-14T17:25:47.005541,"在坐标 (1, 2, 0) 和通道之间来回移动两次",2025-03-14T17:25:47.003995,2025-03-14T17:25:51.265117,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}, {'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}]","Action 1: Go to coordinates x:1, y:2, z:0.
Action 2: Navigate to the corridor.
Action 3: Go to coordinates x:1, y:2, z:0.
Action 4: Navigate to the corridor.",Success
2025-03-14T17:27:43.547075,"Sogeza mbele na nyuma kati ya viwianishi (1, 2, 0) na njia ya kupita mara mbili",2025-03-14T17:27:43.546029,2025-03-14T17:27:49.449374,"Sogeza mbele na nyuma kati ya viwianishi (1, 2, 0) na njia ya kupita mara mbili","Hatua 1: Nenda kwa viwianishi x:1, y:2, z:0.
Hatua 2: Rudi kwa viwianishi x:0, y:0, z:0.
Hatua 3: Nenda tena kwa viwianishi x:1, y:2, z:0.
Hatua 4: Rudi tena kwa viwianishi x:0, y:0, z:0.",Success
2025-03-14T17:28:16.136168,non,2025-03-14T17:28:16.134081,2025-03-14T17:28:17.723031,non,"D'accord, comment puis-je vous aider aujourd'hui ?",Success
2025-03-14T17:28:41.764484,تنقّل ذهابًا وإيابًا بين الإحداثيات (1، 2، 0) والممر مرتين.,2025-03-14T17:28:41.763112,2025-03-14T17:28:46.943740,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}, {'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}]","Action 1: Go to coordinates x:1, y:2, z:0.
Action 2: Navigate to the corridor.
Action 3: Go to coordinates x:1, y:2, z:0.
Action 4: Navigate to the corridor.",Success
2025-03-14T17:30:57.549039,"Koordinatlar (1, 2, 0) ile geçit arasında iki kez ileri geri hareket edin",2025-03-14T17:30:57.548141,2025-03-14T17:31:02.181550,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}]","Action 1: Go to coordinates x:1, y:2, z:0.
Action 2: Move to the corridor.
Action 3: Go to coordinates x:1, y:2, z:0.
Action 4: Move to the corridor.",Success
2025-03-14T17:33:49.240188,"Bergerak ke sana ke mari antara koordinat (1, 2, 0) dan laluan dua kali",2025-03-14T17:33:49.238780,2025-03-14T17:33:54.599578,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 0.0, 'y': 0.0, 'z': 0.0}}, {'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 0.0, 'y': 0.0, 'z': 0.0}}]","Action 1: Go to coordinates x:1, y:2, z:0.
Action 2: Go to coordinates x:0, y:0, z:0.
Action 3: Go to coordinates x:1, y:2, z:0.
Action 4: Go to coordinates x:0, y:0, z:0.",Success
2025-03-14T17:36:40.342544,"Bewegen Sie sich zweimal zwischen den Koordinaten (1, 2, 0) und dem Durchgang hin und her.",2025-03-14T17:36:40.341157,2025-03-14T17:36:49.602510,"[{'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}]","Action 1: Go to coordinates x:1. y:2. z:0.  
Action 2: Navigate to the corridor.  
Action 3: Go to coordinates x:1. y:2. z:0.  
Action 4: Navigate to the corridor.",Success
2025-03-14T17:38:43.458954,"座標 (1, 2, 0) と通路の間を 2 回往復してください",2025-03-14T17:38:43.457914,2025-03-14T17:38:48.232194,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}, {'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 2.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}]","Action 1: Go to coordinates x:1, y:2, z:0.
Action 2: Navigate to the corridor.
Action 3: Go to coordinates x:1, y:2, z:0.
Action 4: Navigate to the corridor.",Success
2025-03-14T18:21:58.781248,"Move back and forth between the coordinates (2, 3, 0) and the passageway twice",2025-03-14T18:21:58.780289,2025-03-14T18:22:01.665498,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 2.0, 'y': 3.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}, {'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 2.0, 'y': 3.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}]","Action 1: Go to coordinates x:2, y:3, z:0.
Action 2: Navigate to the corridor.
Action 3: Go to coordinates x:2, y:3, z:0.
Action 4: Navigate to the corridor.",Success
2025-03-14T18:23:50.017665,"Faites deux allers-retours entre les coordonnées (2, 3, 0) et le passage.",2025-03-14T18:23:50.016703,2025-03-14T18:23:55.248059,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 2.0, 'y': 3.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}, {'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 2.0, 'y': 3.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}, {'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 2.0, 'y': 3.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}]","Action 1: Go to coordinates x:2, y:3, z:0.  
Action 2: Navigate to the corridor.  
Action 3: Go to coordinates x:2, y:3, z:0.  
Action 4: Navigate to the corridor.  
Action 5: Go to coordinates x:2, y:3, z:0.  
Action 6: Navigate to the corridor.",Success
2025-03-14T18:26:48.162900,"在坐标 (2, 3, 0) 和通道之间来回移动两次",2025-03-14T18:26:48.161425,2025-03-14T18:26:52.495816,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 2.0, 'y': 3.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}, {'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 2.0, 'y': 3.0, 'z': 0.0}}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}]","Action 1: Go to coordinates x:2, y:3, z:0.
Action 2: Navigate to the corridor.
Action 3: Go to coordinates x:2, y:3, z:0.
Action 4: Navigate to the corridor.",Success
2025-03-14T18:29:08.353348,"Bewegen Sie sich zweimal zwischen den Koordinaten (2, 3, 0) und dem Durchgang hin und her.",2025-03-14T18:29:08.352261,2025-03-14T18:29:12.793593,"[{'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': 'corridor'}]","Action 1: Go to coordinates x:2. y:3. z:0.  
Action 2: Navigate to the corridor.  
Action 3: Go to coordinates x:2. y:3. z:0.  
Action 4: Navigate to the corridor.",Success
2025-03-14T18:41:59.269507,"Move forward at 100 centimetres per second until you reach a distance of 1000 millimetres. After that, turn right 90 degrees and then make two circles. The diameter of the circles is 1.0 and 1.5m respectively. The circles should be 2.0m behind each other.",2025-03-14T18:41:59.268604,2025-03-14T18:42:01.775068,"[{'action': 'FORWARD', 'distance': 1.0, 'speed': 1.0}, {'action': 'TURN_RIGHT', 'angle': 90.0}, {'action': 'CIRCULAR_MOTION', 'radius': 0.5, 'speed': 0.2, 'speed_unit': 'm/s', 'angle': 360.0, 'direction': 'clockwise'}, {'action': 'FORWARD', 'distance': 2.0}, {'action': 'CIRCULAR_MOTION', 'radius': 0.75, 'speed': 0.2, 'speed_unit': 'm/s', 'angle': 360.0, 'direction': 'clockwise'}]","Action 1: Move forward 1 meter at 1.0 m/s.  
Action 2: Turn right 90 degrees.  
Action 3: Move in a circle of radius 0.5 meters.  
Action 4: Move forward 2 meters.  
Action 5: Move in a circle of radius 0.75 meters.",Success
2025-03-14T18:45:16.351130,"Move forward at 100 centimetres per second until you reach a distance of 1000 millimetres. After that, turn right 90 degrees and then make two circles. The diameter of the circles is 1.0 and 1.5m respectively. The circles should be behind each other by 2m.",2025-03-14T18:45:16.349137,2025-03-14T18:45:19.002210,"[{'action': 'FORWARD', 'distance': 1.0, 'speed': 1.0}, {'action': 'TURN_RIGHT', 'angle': 90.0}, {'action': 'CIRCULAR_MOTION', 'radius': 0.5, 'speed': 0.2, 'speed_unit': 'm/s', 'angle': 360.0, 'direction': 'clockwise'}, {'action': 'FORWARD', 'distance': 2.0}, {'action': 'CIRCULAR_MOTION', 'radius': 0.75, 'speed': 0.2, 'speed_unit': 'm/s', 'angle': 360.0, 'direction': 'clockwise'}]","Action 1: Move forward 1 meter at 1.0 m/s.  
Action 2: Turn right 90 degrees.  
Action 3: Move in a circle of radius 0.5 meters.  
Action 4: Move forward 2 meters.  
Action 5: Move in a circle of radius 0.75 meters.",Success
2025-03-14T18:47:34.659954,"Move backwards at 100 centimetres per second until you reach a distance of 3000 millimetres. After that, turn right 90 degrees and then make two circles. The diameter of the circles is 1.0 and 1.5m respectively. The circles should be behind each other by 2m.",2025-03-14T18:47:34.658160,2025-03-14T18:47:40.308304,"[{'action': 'BACKWARD', 'distance': 3.0, 'speed': 1.0}, {'action': 'TURN_RIGHT', 'angle': 90.0}, {'action': 'CIRCULAR_MOTION', 'radius': 0.5, 'speed': 0.2, 'speed_unit': 'm/s', 'angle': 360.0, 'direction': 'clockwise'}, {'action': 'FORWARD', 'distance': 2.0}, {'action': 'CIRCULAR_MOTION', 'radius': 0.75, 'speed': 0.2, 'speed_unit': 'm/s', 'angle': 360.0, 'direction': 'clockwise'}]","Action 1: Move backward 3 meters at 1.0 m/s.  
Action 2: Turn right 90 degrees.  
Action 3: Move in a circle of radius 0.5 meters.  
Action 4: Move forward 2 meters.  
Action 5: Move in a circle of radius 0.75 meters.",Success
2025-03-14T18:51:25.763742,"go to (0,0,0)",2025-03-14T18:51:25.762378,2025-03-14T18:51:27.341102,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 0.0, 'y': 0.0, 'z': 0.0}}]","Action 1: Go to coordinates x:0, y:0, z:0.",Success
2025-03-14T18:51:45.332024,"Move backwards at 50 centimetres per second until you reach a distance of 3000 millimetres. After that, turn left at 45 degrees and then make two circles. The diameter of the circles is 1.0 and 1.5m respectively. The circles should be behind each other by 2m.",2025-03-14T18:51:45.329944,2025-03-14T18:51:48.468509,"[{'action': 'BACKWARD', 'distance': 3.0, 'speed': 0.5}, {'action': 'TURN_LEFT', 'angle': 45.0}, {'action': 'CIRCULAR_MOTION', 'radius': 0.5, 'speed': 0.2, 'speed_unit': 'm/s', 'angle': 360.0, 'direction': 'clockwise'}, {'action': 'FORWARD', 'distance': 2.0}, {'action': 'CIRCULAR_MOTION', 'radius': 0.75, 'speed': 0.2, 'speed_unit': 'm/s', 'angle': 360.0, 'direction': 'clockwise'}]","Action 1: Move backward 3 meters at 0.5 m/s.  
Action 2: Turn left 45 degrees.  
Action 3: Move in a circle of radius 0.5 meters.  
Action 4: Move forward 2 meters.  
Action 5: Move in a circle of radius 0.75 meters.",Success
2025-03-14T18:53:05.594115,stop,2025-03-14T18:53:05.591420,2025-03-14T18:53:06.486952,"[{'action': 'STOP', 'duration': 0}]",Action 1: Stop.,Success
2025-03-14T18:53:06.489679,move back,2025-03-14T18:53:06.488979,2025-03-14T18:53:07.712910,"[{'action': 'BACKWARD', 'distance': 1.0}]",Action 1: Move backward.,Success
2025-03-14T18:53:19.153876,"head to 0,0,0",2025-03-14T18:53:19.152921,2025-03-14T18:53:20.430172,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 0.0, 'y': 0.0, 'z': 0.0}}]","Action 1: Go to coordinates x:0, y:0, z:0.",Success
2025-03-14T18:53:36.545949,"go to 0,0,0",2025-03-14T18:53:36.544918,2025-03-14T18:53:37.954176,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 0.0, 'y': 0.0, 'z': 0.0}}]","Action 1: Go to coordinates x:0, y:0, z:0.",Success
2025-03-14T18:53:45.698161,move front,2025-03-14T18:53:45.697053,2025-03-14T18:53:46.768719,"[{'action': 'FORWARD', 'distance': 1.0}]",Action 1: Move forward.,Success
2025-03-14T18:53:59.578417,"head to 0,0,0",2025-03-14T18:53:59.577205,2025-03-14T18:54:00.656893,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 0.0, 'y': 0.0, 'z': 0.0}}]","Action 1: Go to coordinates x:0, y:0, z:0.",Success
2025-03-14T18:54:34.038331,"Move backwards at 50 centimetres per second until you reach a distance of 3000 millimetres. After that, turn left at 45 degrees and then make two circles. The diameter of the circles is 0.5 and 1.0m respectively. The circles should be behind each other by 2m.",2025-03-14T18:54:34.036896,2025-03-14T18:54:38.733061,"[{'action': 'BACKWARD', 'distance': 3.0, 'speed': 0.5}, {'action': 'TURN_LEFT', 'angle': 45.0}, {'action': 'CIRCULAR_MOTION', 'radius': 0.25, 'speed': 0.2, 'speed_unit': 'm/s', 'angle': 360.0, 'direction': 'clockwise'}, {'action': 'BACKWARD', 'distance': 2.0}, {'action': 'CIRCULAR_MOTION', 'radius': 0.5, 'speed': 0.2, 'speed_unit': 'm/s', 'angle': 360.0, 'direction': 'clockwise'}]","Action 1: Move backward 3 meters at 0.5 m/s.  
Action 2: Turn left 45 degrees.  
Action 3: Move in a circle of radius 0.25 meters.  
Action 4: Move backward 2 meters.  
Action 5: Move in a circle of radius 0.5 meters.",Success
2025-03-14T18:56:43.071374,move back,2025-03-14T18:56:43.069500,2025-03-14T18:56:44.120861,"[{'action': 'BACKWARD', 'distance': 1.0}]",Action 1: Move backward.,Success
2025-03-14T18:56:56.873980,"go to 0,0,0",2025-03-14T18:56:56.873036,2025-03-14T18:56:58.045676,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 0.0, 'y': 0.0, 'z': 0.0}}]","Action 1: Go to coordinates x:0, y:0, z:0.",Success
2025-03-14T18:57:09.837417,"go to 0,0,0",2025-03-14T18:57:09.836072,2025-03-14T18:57:11.236334,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 0.0, 'y': 0.0, 'z': 0.0}}]","Action 1: Go to coordinates x:0, y:0, z:0.",Success
2025-03-14T18:57:17.659425,move front,2025-03-14T18:57:17.658595,2025-03-14T18:57:18.675302,"[{'action': 'FORWARD', 'distance': 1.0}]",Action 1: Move forward.,Success
